boro,street,yr,m,sum_vol,count_requestid
Manhattan,185TH ST BET AMSTERDAM & AUDUBON AVES,2011,3,73,2379
Brooklyn,BROOKLYN QUEENS EP ET 28 A EB,2016,9,10915,749
Bronx,W/B CITY ISLAND BRIDGE @ PELHAM BAY PARK,2008,5,39326,105
Brooklyn,RUGBY ROAD,2016,6,7349,346
Manhattan,EAST 54 STREET,2017,12,53789,576
Manhattan,W 51 ST,2013,4,2081,36
Brooklyn,81 STREET,2015,10,3718,379
Manhattan,BROADWAY,2017,2,1251577,16896
Brooklyn,PROSPECT PARK WEST,2017,11,124997,864
Queens,CRESCENT STREET,2014,11,94994,864
Bronx,SHERIDAN EXWY SB EXIT,2013,1,202640,1432
Queens,MYRTLE AVENUE,2016,5,73631,1344
Brooklyn,3 AVENUE,2014,10,54439,960
Queens,MAIN STREET,2014,11,61268,768
Bronx,3 AVENUE,2017,10,12548,192
Manhattan,3 AVENUE BRIDGE,2015,9,683997,4424
Manhattan,ST NICHOLAS PLACE,2018,10,27123,960
Staten Island,INNIS ST,2014,5,13957,592
Queens,E/B LINDEN BLVD @ 237 ST,2009,10,40891,241
Manhattan,HUDSON STREET,2015,7,56770,576
Queens,45 AVENUE,2019,9,29861,1728
Queens,BEP EB EXIT 22,2014,6,57451,672
Bronx,JENNINGS ST BET VYSE AVE & HOE ST,2010,12,18573,1050
Bronx,EAST 149 STREET,2019,10,1021724,8064
Staten Island,TIOGA STREET,2015,11,10113,672
Bronx,SHERIDAN AV,2012,10,66373,1496
Manhattan,E 125TH ST WB APPROACH TO LENOX AVE,2011,2,145106,1514
Queens,47 AVENUE,2014,10,57736,960
Queens,S/B 92 ST @ 57 AVE,2010,4,17320,443
Brooklyn,VAN SICLEN AVENUE,2015,7,19804,757
Bronx,BRONX RIVER AVENUE,2014,9,117445,1728
Brooklyn,EAST 36 STREET,2018,11,19150,1728
Brooklyn,5 AV,2012,10,144722,2892
Brooklyn,ATLANTIC AVENUE,2015,6,79417,381
Queens,E/B 75 AVE @ 186 ST,2009,9,12416,388
Bronx,EAST 135 STREET,2020,10,62853,1728
Manhattan,YORK AVENUE,2016,10,405541,3377
Brooklyn,W/B NASSAU AVE @ MONITOR ST,2010,8,1816,137
Brooklyn,SHORE PARKWAY,2012,10,1127282,2480
Bronx,EAST 138 STREET,2016,3,162821,1152
Queens,GRAVETT RD,2014,7,0,30
Queens,108 STREET,2015,4,687490,10704
Brooklyn,CONEY ISLAND AVENUE,2018,5,48611,384
Staten Island,S/B ARMSTRONG AVE @ BARLOW AVE,2010,5,14284,385
Manhattan,W/B BRUCKNER BLVD RAMP @ 3 AVE BR,2009,10,89235,423
Queens,S/B 74 ST @ GRAND AVE,2009,9,9921,1257
Brooklyn,PROSPECT PARK WEST,2014,11,21551,192
Brooklyn,EMPIRE BLVD @ KINGSTON AVE,2009,12,182312,2312
Staten Island,DELAWARE AV,2014,4,6822,656
Bronx,EASTCHESTER BRIDGE,2019,5,217723,1824
Staten Island,SHADOW LA,2012,6,1334,374
Bronx,CROSS BX EP SB EN WHITE PLAINS,2018,10,10755,192
Brooklyn,WYCKOFF AVE BET MADISON & PALMETTO STS,2011,3,57990,1528
Brooklyn,S/B PEARL ST @ YORK ST,2011,1,22280,657
Queens,234 STREET,2019,2,514,288
Staten Island,E/B HYLAN BLVD @ BRIGHTON ST,2011,1,12660,393
Brooklyn,E/B 60 ST @  8 AVE,2009,5,12007,154
Brooklyn,FT HAMILTON PKWY,2012,10,296711,2497
Queens,NORTHERN BOULEVARD,2016,9,193090,1143
Bronx,LACONIA AVENUE,2020,10,18790,1728
Manhattan,EAST HOUSTON STREET,2015,1,876259,5376
Bronx,SHE NB EXIT,2013,1,145675,1446
Staten Island,LITTLE CLOVE RD BET GAYUGA & SENCECA AVE,2011,11,995,53
Queens,LIBERTY AVE WB APPROACH TO 93RD ST,2009,11,16460,1059
Brooklyn,1 PLACE,2016,9,24044,2011
Queens,W/B 35 AVE @ 65 ST,2009,12,10430,421
Staten Island,DR M L KING JR EP ET 11 SB,2014,9,31199,384
Bronx,EASTERN BLVD BRIDGE,2017,6,179630,265
Brooklyn,CROPSEY AVENUE,2016,2,75607,1344
Manhattan,W 45 ST,2013,4,57704,672
Bronx,VAN CORTLANDT PARK E,2013,3,143244,2992
Queens,DITMARS BOULEVARD,2018,2,1091995,16128
Manhattan,NORFOLK ST,2013,6,53771,672
Brooklyn,YORK ST,2011,8,16075,302
Manhattan,W 106 ST,2014,7,9564,1260
Manhattan,11 AVENUE,2016,10,75161,576
Brooklyn,REMSEN AVENUE,2012,1,37049,642
Bronx,ARTHUR AVENUE,2015,11,49008,768
Manhattan,W 53 ST,2013,2,29386,288
Brooklyn,SHORE PARKWAY,2016,9,122422,672
Brooklyn,WINTHROP STREET,2016,4,63964,1212
Queens,ROOSEVELT AV,2013,2,43582,1353
Manhattan,W/B CANAL ST @ ALLEN ST,2010,11,16712,783
Queens,HILLSIDE AV,2013,11,279336,1719
Queens,151 AVENUE,2018,11,46668,2688
Manhattan,CENTRAL PK ENT AT 6 AV,2011,9,47076,1343
Brooklyn,DECATUR ST,2014,5,5382,227
Manhattan,WILLIAMSBURG BR,2012,11,1735039,6135
Manhattan,WEST 79 STREET,2015,6,105491,1536
Brooklyn,65TH ST WB APPROACH TO BAY PARKWAY,2009,11,7379,53
Brooklyn,SHORE PARKWAY,2014,10,95787,864
Queens,61 ST,2014,2,12794,1283
Brooklyn,CORNELIA STREET,2016,5,2229,135
Bronx,EDISON AVENUE,2016,3,7328,773
Manhattan,3 AV BR,2012,9,1138807,3945
Manhattan,E/B E 34 ST @ 1ST AVE,2010,12,114622,916
Bronx,BRONX RIVER PARKWAY,2017,6,814228,2248
Queens,GRAND AV,2011,9,13255,269
Brooklyn,STILLWELL AVENUE,2014,11,1013970,20147
Bronx,PENNYFIELD AVENUE,2015,10,10468,384
Manhattan,ALEXANDER HAMILTON BRIDGE,2019,11,612719,768
Brooklyn,SHORE PKWY,2013,11,17450,960
Manhattan,E/B SPRING ST (E LEG) @ BROADWAY,2010,10,65410,653
Brooklyn,N/B FT HAMILTON PKWY @ 60 ST,2009,5,16175,162
Brooklyn,MANHATTAN AVENUE,2015,6,143860,2688
Manhattan,LENOX AVENUE,2018,10,95800,2592
Brooklyn,RALPH AVENUE,2018,11,267261,2304
Queens,JUNCTION BOULEVARD,2017,4,62701,766
Queens,E/B EMPIRE AVE @ READS LANE,2010,2,8196,436
Brooklyn,MALCOLM X BOULEVARD,2018,2,13863,481
Brooklyn,ATLANTIC AV,2012,4,176485,1434
Manhattan,W 135 ST,2013,2,45298,1418
Bronx,MAJOR DEEGAN EXPWY ET 3 SB,2016,9,345673,1344
Manhattan,7 AVENUE SOUTH,2016,6,191094,672
Queens,90 STREET,2018,11,30361,1344
Staten Island,DRUMGOOLE ROAD EAST,2012,1,28294,1776
Brooklyn,ATLANTIC AV,2014,4,687867,3559
Staten Island,BILLOP AVENUE,2018,3,112457,1248
Brooklyn,6 AVENUE,2019,10,81419,1728
Staten Island,GREAVES AV,2013,10,5983,2436
Bronx,CITY ISLAND BR,2012,4,375795,3369
Manhattan,UNIVERSITY HEIGHTS BRIDGE,2016,9,709089,3283
Manhattan,LEXINGTON AV,2012,6,241102,1538
Bronx,E 165TH ST APPROACH TO WALTON AVE,2011,4,262,6
Manhattan,MADISON AV BR,2013,5,8638,50
Brooklyn,PARK AVENUE,2019,1,75617,1920
Brooklyn,SUTTER AVENUE,2016,3,15642,251
Brooklyn,HAMILTON AV,2014,4,615835,2759
Queens,LAUREL HILL BOULEVARD,2017,11,113504,1728
Queens,260 STREET,2017,1,13817,576
Manhattan,LEXINGTON AV,2013,7,373266,2252
Queens,UNION TURNPIKE,2019,10,164030,1728
Brooklyn,CLOUMBIA SDT BET ATLANTIC AVE & EXIT RAMP FROM BQE,2011,2,53094,1154
Bronx,NEILL AVENUE,2016,3,22337,1728
Bronx,W/B E 172 ST @ STRATFORD AVE,2009,12,8021,383
Queens,34 AVENUE,2018,11,43581,672
Manhattan,EDGAR STREET,2016,6,11266,1742
Bronx,EAST 188 STREET,2015,11,75493,768
Manhattan,F D R DRIVE,2015,9,130996,1399
Bronx,N/B MAJOR DEEGAN EXPWY S/R @ E 138 ST,2010,11,43117,762
Manhattan,W/B E 14 ST @ UNION SQ.E/ BROADWAY,2009,10,113905,765
Queens,WINCHESTER BOULEVARD,2019,2,20100,576
Queens,KISSENA BOULEVARD,2016,10,49071,576
Brooklyn,67 ST,2012,7,6795,954
Manhattan,CHRYSTIE STREET,2017,11,189493,1728
Queens,JERICHO TURNPIKE,2019,5,317117,2205
Brooklyn,ALBANY AVENUE,2017,11,254007,4320
Bronx,E 170 ST,2011,10,7537,755
Queens,ROCKAWAY FREEWAY,2019,1,22065,672
Brooklyn,NEW YORK AVENUE,2017,5,55326,672
Brooklyn,LINDEN BLVD,2012,3,31256,151
Bronx,E 233RD ST BET BYRON AVE & WHITE PLAINS RD,2010,9,119020,1157
Queens,E/B PARK LANE SOUTH @ 115 ST,2010,3,26642,666
Brooklyn,SB 7TH AVE APPROACHING BAY RIDGE PKWY,2010,5,85555,962
Manhattan,PARK AV,2013,3,348519,1917
Manhattan,E/B CHAMBERS ST @ W BROADWAY - CHURCH ST,2008,7,100288,1195
Bronx,W/B BLONDELL AVE(W LEG)@ WESTCHESTER AV,2010,12,43218,935
Bronx,WEST 168 STREET,2015,11,25360,1344
Queens,CULLMAN AVENUE,2016,9,8557,757
Queens,130 STREET,2015,6,60503,1344
Queens,CROSS ISLE PKWY SR S,2013,10,44037,905
Manhattan,HHP SB EN W 79 ST,2012,4,24412,472
Queens,111 AVENUE,2016,10,167619,6597
Brooklyn,BAY 52 STREET,2018,6,138270,1344
Staten Island,RICHMOND TERRACE BET JEWETT AVE & CLOVE ROAD,2011,5,175875,1976
Queens,BAISLEY BOULEVARD SOUTH,2015,8,2499,58
Manhattan,EAST 58 STREET,2016,2,43641,1344
Brooklyn,FLUSHING AV,2013,5,64837,753
Queens,43 STREET,2019,11,45454,1344
Brooklyn,BROADWAY,2015,5,3503,70
Queens,111 STREET,2015,11,16752,381
Brooklyn,WALLABOUT STREET,2016,3,44594,2294
Brooklyn,11 AV,2012,9,23499,757
Brooklyn,N/B 16 ST SLP RD@PROSPECT PK S/W(E LEG),2010,1,6095,525
Brooklyn,HALL ST,2013,11,9687,336
Queens,UNION STREET,2017,9,120828,1536
Bronx,WEBSTER AVENUE,2015,10,25687,192
Manhattan,W 56 ST,2013,1,29720,421
Manhattan,CPW 72 APPROACH,2016,6,7644,1344
Bronx,E173RD ST&BRYANT AVE WB AP BT LONGFELLOW & BRYANT,2011,6,732,54
Manhattan,HOLLAND TUNNEL,2014,11,865396,1728
Queens,BOWNE ST,2014,6,34227,1257
Manhattan,EAST 36 STREET,2017,12,147932,1152
Brooklyn,E 92 ST,2013,1,6358,384
Queens,MAURICE AV,2011,9,67774,760
Brooklyn,BELT PARKWAY,2015,5,1720461,2027
Queens,BEECH AV,2014,5,2291,62
Queens,ROCKAWAY BLVD,2012,5,144365,1849
Manhattan,EDGECOMBE AVENUE,2015,10,38118,576
Brooklyn,W/B METROPOLITAN AVE BRIDGE @,2008,4,191136,1341
Queens,FARMERS BOULEVARD,2018,6,490761,6720
Queens,MURDOCK AV,2013,10,93990,1612
Queens,WHITESTONE EXPRESSWAY,2015,6,2127924,2754
Brooklyn,PROSPECT EXWY,2012,10,242222,789
Brooklyn,E/B FARRAGUT RD @ E 38 ST,2009,5,32326,696
Manhattan,CENTRAL PARK NORTH,2014,10,85647,1632
Brooklyn,CONEY ISL AVE & CORTELYOU RD BET AVE C & CORTELYOU,2010,9,122216,1089
Brooklyn,Cleveland St,2013,2,10240,707
Brooklyn,AVENUE O,2017,3,14886,764
Queens,BRADDOCK AVENUE,2019,2,44624,672
Brooklyn,W/B AVE Y @ E 24 ST,2010,11,6026,146
Brooklyn,EAST LAKE DRIVE,2015,8,935,1284
Queens,GROVE STREET,2017,12,4389,672
Manhattan,ED KOCH QUEENSBORO BRIDGE,2017,10,1824463,5745
Queens,30 STREET,2017,9,8196,384
Brooklyn,AV X,2014,4,20932,507
Queens,76 STREET,2017,6,23962,672
Brooklyn,MC DONALD AVENUE,2014,9,24232,576
Brooklyn,THROOP AVENUE,2013,10,50968,714
Queens,MARATHON PARKWAY,2015,6,89183,1960
Manhattan,WEST HOUSTON STREET,2017,11,78822,672
Queens,96 STREET,2016,3,6506,339
Brooklyn,ARGYLE ROAD,2018,7,10638,672
Brooklyn,E LAKE DR,2012,6,10203,777
Staten Island,New Dorp La EB Between,2009,12,162940,2489
Staten Island,TODT HILL RD,2013,3,267,36
Queens,CYPRESS AVENUE,2016,9,201406,1344
Queens,135TH ST S/O AMBULANCE ENTRANCE/EXIT,2011,3,4273,697
Brooklyn,CROWN STREET,2014,10,18067,719
Queens,FLUSHING BRIDGE,2017,4,87675,306
Brooklyn,S/B 9 AVE @ 60 ST,2009,5,6445,158
Brooklyn,JOHN ST,2013,11,522,682
Brooklyn,BQE EB EN WILLIAMSBURG STREET E,2016,10,99934,780
Bronx,ARTHUR AVENUE,2012,2,35693,588
Bronx,CROMWELL AVENUE,2019,10,44481,1344
Manhattan,5TH AVE APPROACH TO 42ND ST,2011,4,567455,1535
Manhattan,COLUMBUS AV,2013,11,543383,2518
Manhattan,C P 7 AV APPR,2013,8,2686,224
Bronx,CROSS BRONX EXPWY ET 2 A EB,2016,9,184148,1344
Queens,48 STREET,2016,10,75948,1728
Brooklyn,BAY RIDGE PKWY,2012,10,180171,2038
Manhattan,S/B COLUMBUS AVE @ W 60 ST,2009,10,232096,1157
Queens,BEACH CHANNEL DR,2013,5,74465,635
Manhattan,N/B AMSTERDAM AVE @ W 61 ST,2010,10,256583,1049
Bronx,E 188 ST,2012,4,22574,386
Bronx,EAST 173 STREET,2015,5,10035,24
Manhattan,7 AV,2012,9,161967,534
Brooklyn,SCHOLES ST,2013,11,1017,440
Brooklyn,N/B UNDERHILL AVE @ PACIFIC ST,2011,2,5176,626
Brooklyn,FILLMORE AV,2013,9,5454,104
Brooklyn,7TH AVE APPROACHING 11TH ST,2010,10,55448,956
Brooklyn,CARLTON AVENUE,2013,10,39226,898
Queens,HORATIO PARKWAY,2018,6,21334,1344
Brooklyn,EAST LAKE DRIVE,2017,11,1782,1676
Brooklyn,UNION ST BRIDGE,2017,6,34107,672
Manhattan,WEST END AV,2013,11,106913,1635
Brooklyn,ALBANY AV,2012,10,422179,7356
Brooklyn,E/B CORNELIA ST @ WILSON AVE,2009,11,4604,381
Brooklyn,FREEMAN STREET,2015,12,9485,324
Brooklyn,W/B DRIGGS AVE @ HUMBOLDT ST,2010,8,7680,234
Brooklyn,ATLANTIC AV,2013,10,323851,1344
Manhattan,11 AVENUE,2019,10,363309,1728
Manhattan,MADISON AVENUE,2013,5,7448,102
Brooklyn,E/B CARROLL ST BR @ NEVINS ST,2010,4,10380,1091
Brooklyn,4TH AVE RIGHT LANE BET 60TH & 61ST STS,2011,11,12253,688
Staten Island,S/B GREAVES AVE @ DEWY AVE,2009,7,30971,167
Manhattan,N/B WATER ST @ WALL ST,2010,10,78302,826
Queens,ASTORIA BOULEVARD,2019,1,399675,2490
Manhattan,YORK AVENUE,2019,2,239274,2303
Bronx,BARRETTO ST APPROACH TO SOUTHERN BLVD,2011,3,9662,300
Brooklyn,W/B 9TH ST BRIDGE @ SMITH ST,2010,4,109629,1352
Brooklyn,AVENUE K,2017,3,28056,906
Brooklyn,S/B SARATOGA AVE @ PARK PLACE,2009,8,27959,338
Brooklyn,AVENUE R,2015,10,9424,261
Brooklyn,FURMAN ST,2011,7,35167,531
Brooklyn,FRANKLIN AVENUE,2015,4,33989,346
Queens,E/B PARK LANE SOUTH @ 87 ST,2009,11,51659,1086
Queens,55 STREET,2018,4,3392,68
Brooklyn,S/B 15 AVE @ 79 ST,2009,6,29898,760
Manhattan,CANAL ST,2012,5,12244,699
Queens,GRAND CENTRAL PARKWAY ET 5 WB,2016,5,197872,672
Manhattan,N/B 4TH AVE @ EAST 15TH ST,2009,5,97214,675
Brooklyn,S/B S PORTLAND AVE (S LEG) @ DEKALB AVE,2010,4,4761,379
Staten Island,BLOOMINGDALE RD,2012,9,33614,574
Staten Island,E/B AMBOY RD @ AINSWORTH AVE,2009,6,67882,629
Brooklyn,WEST 9 STREET,2017,6,41393,672
Brooklyn,JJ BYRNE MEMORIAL BRIDGE,2015,4,353574,2734
Queens,E/B 56 AVE @ 92 ST,2010,4,22878,444
Manhattan,WEST 64 STREET,2018,10,30100,1344
Manhattan,E 126 ST,2012,6,25761,691
Manhattan,BLEECKER STREET,2014,11,62201,686
Queens,JJ BYRNE MEMORIAL BRIDGE,2020,9,125656,1152
Brooklyn,BQE WESTBOUND ENTRANCE SANDS ST,2019,10,209776,1732
Queens,71 AV,2014,7,113,40
Brooklyn,RIDGE BOULEVARD,2017,3,77335,2304
Manhattan,N/B MADISON AVE @ E 42 ST,2009,2,164273,798
Brooklyn,CLEVELAND ST,2013,10,6631,371
Manhattan,TERRACE DR EXT TO E 72 ST,2011,8,42132,1426
Brooklyn,10 AV,2012,10,49064,1611
Brooklyn,OCEAN PARKWAY,2017,6,28887,384
Bronx,EAST 170 STREET,2012,1,17887,489
Queens,CENTRAL AVENUE,2018,5,68712,1076
Queens,S/B LAURELTON PKWY @ FRANCIS LEWIS BLVD,2010,9,30296,978
Brooklyn,PLYMOUTH STREET,2016,10,3872,288
Queens,COOPER AV,2011,3,33048,528
Bronx,HUTCHINSON RIVER PARKWAY,2013,2,54599,758
Brooklyn,S/B MANHATTAN AVE @ NORMAN AVE,2010,7,51705,1219
Brooklyn,FLATBUSH AVENUE EXTENSION,2019,10,749865,2892
Brooklyn,1 AVENUE,2016,8,13914,576
Manhattan,HUDSON STREET,2019,2,123882,1152
Brooklyn,9 ST BR,2014,3,4227,81
Queens,HOOVER AV,2013,11,8607,622
Manhattan,CPW 72 APPROACH,2017,12,8952,1437
Queens,26 STREET,2015,10,1263,310
Bronx,RIVER AVENUE,2019,10,75542,1344
Bronx,N/B  JEROME AV @ EAST GUN HILL RD,2009,5,36666,662
Brooklyn,5 AVENUE,2019,10,144251,2592
Brooklyn,E/B 60 ST (E LEG) @ 5 AVE,2009,9,51166,916
Brooklyn,JAMAICA AVENUE,2013,2,72467,1269
Queens,65 PL,2013,5,31892,776
Manhattan,AVENUE OF THE AMERICAS,2016,11,63478,312
Manhattan,FRED DOUGLASS BLVD,2013,10,59093,1761
Manhattan,WEST 165 STREET,2015,5,13604,192
Bronx,EAST 174 STREET,2014,12,33294,777
Brooklyn,HAMILTON AVENUE BRIDGE,2016,3,103862,327
Queens,E/B 109 AVE @ SPRINGFIELD BLVD,2010,4,1947,348
Queens,N/B 188 ST @ PALO ALTO AVE,2010,1,43301,761
Brooklyn,CONEY ISL AVE &CHURCH AVE BET FRIEL PL & CHURCH AVE,2010,10,69212,733
Brooklyn,73 ST,2014,3,5623,364
Manhattan,EAST 72 STREET,2015,8,77728,1981
Brooklyn,WYTHE AVENUE,2016,9,9881,128
Brooklyn,CLINTON STREET,2014,11,87260,2016
Queens,LA GUARDIA ARPT ENTRANCE,2016,6,76452,672
Queens,SOHO DRIVE,2016,5,1743,373
Bronx,CASTLE HILL AVE BET ZEREGA & E TREMONT AVES,2011,2,12593,208
Bronx,BRONX RIVER PKWY,2013,11,307923,636
Manhattan,E/B EAST 14TH ST @ 4TH AVE,2009,4,71090,304
Manhattan,W/B E 14 ST(W LEG@UNION SQ.W/UN.PL,2009,10,85727,756
Queens,BELT PARKWAY,2018,6,2142067,2688
Queens,E/B LIBERTY AVE @ 127 ST,2010,10,1320,38
Brooklyn,E/B JEFFERSON AVE @ BROADWAY,2010,2,7321,379
Manhattan,MADISON AV,2014,1,110287,777
Staten Island,HYLAN BOULEVARD,2016,11,289466,2496
Brooklyn,E/B CORTELYOU RD @ STRATFORD RD,2010,7,38971,775
Manhattan,5 AV,2014,7,1288834,6388
Queens,S/B ASCAN AVE @ RUSSELL PL / WINTER ST,2010,4,18942,597
Manhattan,WEST 15 STREET,2015,6,26932,480
Brooklyn,PENNSYLVANIA AVENUE,2014,3,258585,1484
Manhattan,YORK AVE BET E 76TH ST & E 77TH ST,2010,3,259006,2474
Manhattan,WEST 96 STREET,2019,2,51072,576
Brooklyn,LINWOOD STREET,2015,5,3705,381
Manhattan,EAST 62 STREET,2019,1,272539,2688
Brooklyn,BQE EB ENTRANCE VANDERVOORT AVE,2016,10,211502,695
Manhattan,S/B MADISON AVE (S OF W 142 ST @ 5 AVE),2009,9,26336,504
Staten Island,TARGEE ST,2012,1,77262,571
Bronx,WESTCHESTER AVENUE,2016,3,45033,576
Brooklyn,E 4 ST,2013,6,3682,295
Bronx,E 180TH ST EB APPROACH TO CROTONA AVE,2009,11,95534,1534
Brooklyn,BAY PKWY SB BET 63rd ST & 64th ST,2010,1,68967,724
Bronx,EAST 174 STREET,2012,5,20114,268
Manhattan,WEST 49 STREET,2017,12,46804,1152
Brooklyn,EAST 93 STREET,2017,2,9558,393
Staten Island,ASHLEY LA,2013,10,7110,2472
Queens,32 AVENUE,2016,5,33190,779
Brooklyn,HANCOCK STREET,2018,2,10660,488
Bronx,MACE AVENUE,2016,5,37651,1344
Brooklyn,8 AVENUE,2015,5,1158,30
Queens,E/B SHORE PKWY(BELT PKWY) @ FOUNTAIN AVE,2010,5,50695,874
Queens,159 STREET,2016,5,4585,780
Bronx,UNDERCLIFF AV,2012,9,12669,320
Staten Island,VICTORY BOULEVARD,2016,1,97000,1344
Manhattan,COLUMBUS AV,2012,3,197893,1402
Brooklyn,WAVERLY AVENUE,2015,10,4935,480
Brooklyn,S/B SCHENECTADY AVE @ LINCOLN PLACE,2010,12,15938,286
Brooklyn,E/B AVE C @ E 7 ST,2010,3,15383,660
Staten Island,RICHMOND TER,2012,8,82424,1124
Brooklyn,NEPTUNE AVENUE,2019,8,162666,1344
Manhattan,CANAL STREET,2017,5,409903,2688
Queens,VERNON BOULEVARD,2018,10,137519,1920
Bronx,CONSTITUTION ROW,2015,4,12217,672
Queens,QUEENS BLVD,2013,5,703276,5053
Queens,CLEARVIEW EXPRESSWAY,2014,10,397122,960
Bronx,W/B E 138 ST N/S (W LEG)@MADISON AVE BR,2010,11,1036,759
Bronx,CASTLE HILL AVE BET TURNBULL & LAFAYETTE AVES,2011,2,11743,197
Queens,NORTHERN BOULEVARD,2015,10,1833185,9216
Queens,130 STREET,2018,6,21246,753
Manhattan,WEST END AVENUE,2019,1,228904,2304
Queens,LIBERTY AVENUE,2017,9,250846,1728
Brooklyn,AVENUE P,2016,11,188424,2304
Brooklyn,WILSON AVENUE,2019,3,30891,765
Manhattan,N/B 1ST AVE (LEFT TURN BAY) @ E 14 ST,2010,11,16385,1034
Manhattan,WADSWORTH AVENUE,2018,10,34399,1920
Brooklyn,UTICA AV,2013,6,175050,1632
Staten Island,W/B HYLAND BLVD@ BEACH AVE,2009,6,154227,698
Brooklyn,N/B PROSPECT PK S/W(N LEG)@TERR./WIND.PL,2009,8,13662,386
Brooklyn,VANDERBILT AVENUE,2018,6,55732,1344
Queens,HOMELAWN ST,2011,10,7925,125
Brooklyn,ATLANTIC AVENUE,2018,11,1201532,10644
Brooklyn,7TH AVE APPROACHING CARROLL ST,2010,7,39514,775
Bronx,BOSTON RD,2013,12,127818,1408
Manhattan,CENTER DRIVE,2015,5,64777,1408
Brooklyn,ROCKAWAY AVENUE,2015,5,29576,384
Bronx,HUTCHINSON RIVER PARKWAY BRIDGE,2018,6,1168603,2304
Bronx,ESPLANADE,2019,1,21991,2112
Queens,BEACH 20 ST,2012,4,57499,895
Brooklyn,BEDFORD AV,2016,2,42362,192
Brooklyn,S/B CLASSON AVE @ FULTON ST,2010,8,40597,537
Queens,32 AVENUE,2019,10,71193,1728
Bronx,E 165TH ST BET WALTON AVE & GRAND CONCOURSE,2011,3,36353,575
Staten Island,LAMBERTS LANE,2017,9,49821,775
Bronx,DR M L KING JR BLVD,2014,1,353811,4032
Brooklyn,10 AVENUE,2016,11,21417,748
Bronx,MORRIS PARK AVENUE,2016,6,232632,2688
Manhattan,W 54 ST,2011,8,59716,717
Brooklyn,N/B RALPH AVE @ E 78 ST,2009,12,33015,386
Brooklyn,LIBERTY AVENUE,2019,10,147801,3456
Queens,48 ST,2012,10,84896,2110
Brooklyn,E/B DEAN ST @ WASHINGTON AVE,2011,2,19156,627
Brooklyn,HUBBARD ST,2012,7,11569,1052
Manhattan,MACOMBS DAM BRIDGE,2018,9,655773,4359
Brooklyn,7 AVENUE,2015,7,3257,64
Brooklyn,RALPH AVE S/O CLARENDON RD,2011,11,10612,103
Queens,GRAND CENTRAL PKWY ET 9 E WB,2017,6,221359,2387
Queens,WHITESTONE EXPRESSWAY,2017,6,2342817,3055
Manhattan,CHAMBERS ST,2012,10,142510,1999
Brooklyn,W/B RIDGE BLVD @ SHORE RD,2010,6,6923,758
Queens,108 ST,2014,11,18080,384
Bronx,E 163 ST,2012,9,23065,362
Queens,37 AV,2012,6,36411,955
Queens,KOSCIUSZKO BRIDGE,2016,6,1785361,2073
Manhattan,E/B WARREN ST @ W BROADWAY - CHURCH ST,2008,7,64696,1218
Bronx,E/B MANHATTAN COLLEGE PKWY @ WALDO AVE,2010,12,6365,961
Manhattan,W 71ST ST E/O AMSTERDAM AVE/BROADWAY,2010,5,19911,741
Bronx,3 AVENUE BRIDGE,2020,11,110946,384
Manhattan,WEST 225 STREET,2016,1,23398,388
Brooklyn,W/B SACKETT ST @ SMITH ST,2010,10,4656,381
Brooklyn,N/B HAMILTON AVE @ GARNET ST,2010,2,103097,377
Brooklyn,ROCKAWAY AVENUE,2016,11,63227,672
Brooklyn,OCEAN AVENUE,2017,12,113056,1344
Queens,BROOKLYN QUEENS EXPWY ET 41 WB,2018,11,62049,1344
Queens,N/B STEINWAY ST @ 34 AVE,2009,11,110646,409
Brooklyn,E/B MENAHAN ST @ WYCKOFF AVE,2010,12,7700,397
Queens,S/B 11 ST @ 44 RD,2009,11,23825,853
Brooklyn,62 STREET,2016,3,8659,381
Bronx,BURKE AV,2014,5,45476,966
Brooklyn,PALMETTO STREET,2015,4,15867,672
Bronx,CROSS BRONX EXPWY ET 4 B WB,2018,11,36937,480
Queens,UNION TURNPIKE,2017,10,123714,1728
Bronx,BX STATE HOSPITAL ENTRANCE,2016,3,25057,648
Manhattan,EAST 64 STREET,2017,10,101607,1344
Queens,E/B CENTRAL AVE@DOUGHTY BLVD(CITY LINE),2010,4,41301,1034
Queens,CIP NB EN SOUTHERN STATE PKWY,2019,5,354113,960
Manhattan,WEST 135TH ST WB APPROACH TO AMSTERDAM,2009,11,14421,755
Brooklyn,E/B VILLAGE RD S @ MCDONALD AVE,2009,11,1162,375
Brooklyn,FLUSHING AV,2013,3,3490,82
Bronx,NB EXTERIOR ST RIGHT SLIP RAMP TO BROADWAY,2012,1,17961,870
Queens,GUY R BREWER BLVD,2014,5,99000,1536
Manhattan,7 AVENUE,2015,6,308994,960
Queens,METROPOLITAN AV,2014,10,86395,952
Queens,UNDERHILL AVENUE,2016,8,642,255
Manhattan,YORK AVENUE,2018,11,7499,85
Manhattan,AVENUE OF THE AMERICAS,2019,10,3268423,10461
Queens,CENTRAL AVENUE,2016,4,157017,2815
Brooklyn,EAST 92 STREET,2015,10,7463,382
Queens,GRAND CENTRAL PKWY WB EXIT 11 E,2014,5,8134,672
Manhattan,N/B AMSTERDAM AVE @ W 167 ST,2009,9,135999,1944
Bronx,S/B UNIVERSITY AVE @ W 180 ST,2009,3,38894,378
Bronx,SOUTHERN BOULEVARD,2014,6,44282,672
Brooklyn,NASSAU AVENUE,2016,7,1409,71
